name,city,street_address,logo_url,latitude,longitude
Nadia Homeopathic Clinic,Lahore,"100A D Block, Malik Munir Road Gulshan e Ravi Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.554876,74.287684
Naich GI Liver Clinic,Lahore,"Block D1 Ghalib Rd, Block D1 Gulberg III Gulberg 3 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.513838,74.346304
Naseer Hospital - Saddar,Lahore,Zarrar Shaheed Road Old Officers Colony Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.550577,74.382441
Nasrullah Medical Center,Lahore,104 A  block near Al Qayyum pharmacy Revenue Employees Cooperative Housing Society Johar Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
National Homeo Clinic,Lahore,31-Heran Road Islampura Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
"NEO DENTAL HUB ,",Lahore,650 A1 TOWNSHIP HAIDER ROAD Township Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.455113,74.318275
Nishat Polyclinic,Lahore,DHA Main Boulevard DHA Defence Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mian medical and heart center,Lahore,"Sarfaraz Rafiqui Rd, Bangali Mohalla Lahore Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.54729,74.382954
Mian Medical Complex,Lahore,126- Habitat Flat Shadman-2 Shadman 2 Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.535268,74.339617
Mind professional Therapy Centre,Lahore,Major Mustafa sabir shaheed road cantt Cantt Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Minds Clinic,Lahore,Shop # 5 MDA Co-operative Housing Society Sir Sayed block MA Jinnah Road near Wapda town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Minute Clinic By Noor Care  (Bahria Town),Lahore,"Main Blvd, Sector C Commercial Area Bahria Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.375232,74.186488
Minute Clinic By Noor Care  (Walton),Lahore,Service Rd Walton Road Lahore,https://static.marham.pk/assets/hospitals/9770/whatsapp-image-2023-05-16-at-15-69_450X450.jpg,31.49294,74.371827
Mah Jabeen Hospital,Lahore,Near multan chungi near hati chowk Wahdat Road Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mansoor Clinic,Lahore,3rd Round about Samanabad Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Maryam Diagnostic Center,Lahore,"1-B Shadman II, Behind Omar Hospital Near (Punjab Institute of Cardiology Hospital - PIC), Lahore Shadman 1 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,13.037893,80.251222
Medidental Care,Lahore,Commercial Area Fazal Din Plaza NFC 1 Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.416422,74.26898
Medina medical complex,Lahore,Civil Defense road township Township Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mental Health By Aneeqa,Lahore,"House no 28, Street No 20, Jinnah Park, Sultan Pura, Chah Meeran Chah Miran Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.58098,74.34144
Latif Orthopaedic Hospital & Physiotherapy Center,Lahore,"Main GT Road, Bank Alfalah St, Mohalla Nizam Park Muridke Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.796761,74.255805
Life Line Heart and Medical Centre,Lahore,"Parking, Life Line Laboratory and Diagnostic Centre 12 Shadman 2, 2nd Left behind KFC, Near Main Gate PIC Hospital, Jail Rd Shadman 1 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Life Medical Store and Clinic,Lahore,17 B Commercial Market Pak Arab Society Ferozepur Road Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Link Medical Center Physiolink,Lahore,16 Commercial Sunny Park Lahore,https://static.marham.pk/assets/hospitals/6096/download-31-14_450X450.png,,
LIVE Young Aesthetics,Lahore,"364, 1st Floor RS Avenue N Block Main Blvd Johar Town Johar Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.460742,74.275915
Maanha Fazal Hospital,Lahore,"4 Qari Road, Sanda Rd, Near Local Government Complex Building, Rajgarh Sanda Road Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.560822,74.295979
Khan Dental Surgery Hospital,Lahore,223-A Township Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Khawar Skin Cinic Hospital,Lahore,205 L Block Model Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.474677,74.332745
Khizar Eye Center,Lahore,"39-Block A, Above Cakes and Bakes Izmir town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Khwajgan Dispensary,Lahore,"Plot 730, B Block Block B Sabzazar Housing Scheme Phase 1 & 2 Sabzazar Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.524695,74.270937
Kidney Care Clinic,Lahore,"21 RB-3, Awami Complex, Usman Block Garden Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.501188,74.316276
Kinesis Physiotherapy Clinic,Lahore,E-26/30-D-B Shama Colony Walton Road Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.490881,74.369474
La Dental Aesthetique,Lahore,11 Shadman Main Jail Rd Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.54284,74.330362
Lahore Dental Care,Lahore,Near Girls Colloge Samanabad Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.534801,74.30693
Lahore Health Care Clinic,Lahore,"194/1 Y Block, Phase 3 DHA Defence Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.474871,74.373409
Lahore Heart & Chest Center,Lahore,130 A/E 1 Gulberg 3  Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.517579,74.340932
Lahore Laser & Plastic Surgery Clinic,Lahore,Block R Johar Town Phase 2 Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Lahore Poly Clinic & Diagnostic Center,Lahore,"Dhor, near Govt. Model High School, Kot Road, Kasur Jinnah Colony Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Indus OPD Clinic,Lahore,"Plot C, 8, Block A Izmir Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.420363,74.182379
INNOVA LABS AND DIAGNOSTICS,Lahore,"882, Block C Faisal Town, Lahore, Punjab Faisal Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.471661,74.303797
Izza asthetics,Lahore,1st floor dentafix building model town extension Model Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Jugnu Dar ul Basarat Opticians,Lahore,Main RA Bazar Lahore Cantt Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.504708,74.382147
Kamboh Medical Complex,Lahore,Punjab cooperative housing society Ghazi Road Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
High-Q Dental and Aesthetic Clinic,Lahore,"19-C, Jahanzeb Block Allama Iqbal Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.5256,74.286636
Holistic Connect,Lahore,"38 Javed Iqbal St, Block L, Gulberg 2 punjab Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.520897,74.353023
Home Visit  (shahdara),Lahore,Shahdara Shahdara Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Home visits (Johar Town),Lahore,"C-block, Johar Town, Cover Complete johar town and township Johar Town Lahore Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
House of Smiles Medical Centre,Lahore,"Main Boulevard, Basement Ghani Pharmacy, Lake City Raiwind Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.354261,74.245205
Imtiaz Child Care Clinic,Lahore,"Masjid Stop, Township 15-2 D One Township Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.445665,74.307227
Hayat Memorial Teaching Hospital,Lahore,Defence Road Near Bhubattian Chowk DHA Defence Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Healing minds clinic,Lahore,"Plot #14, street #17, Hashmi Street, Shadbagh Shadbagh Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Health care clinic,Lahore,House number 427 street number 14 block M1 lakecity Lake City Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Health Square Medical and Dental Clinic,Lahore,"House#2, Block F2 main boulevard, near MCB Bank Wapda town phase 1 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.433621,74.266564
Heart and Medical Center,Lahore,1A/1 Guldasht Town ( Next To Gourmet Bakers) Cantt Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Helping Hands Rehab Centre,Lahore,Block E Phase 1 Johar Town Phase 1 Johar Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.47215,74.301349
Hamdani Children and Family Clinic,Lahore,"Gali 6, Hajvery Housing Scheme Hajveri Haji Park Housing Scheme Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.571677,74.449856
Hameed Medical & Cardiac Centre,Lahore,Barkat Chowk Marghazar Colony Near Multan Road Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.499709,74.251943
Hameed Memorial Polyclinic,Lahore,"Bakr mandi stop, opposite to Hasool petrol pump Band Road Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Hamid Dental Clinic,Lahore,"Street 5, Iqbal Park, Khayaban e Jinnah Khayaban e Jinnah Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.490181,74.37849
Happy Tooth Dental Clinic,Lahore,112-Kamran Block Allama Iqbal Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.501439,74.275678
Hasnain Medical Complex,Lahore,7 Noon Ave Muslim Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Fatima Memorial Hospital (Genetics),Lahore,Shadman Shadman 1 Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.53428,74.327971
Federal Pain And Rehabilitation Center,Lahore,13 Kareem Block Wahdat Road Allama Iqbal Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.54972,74.34361
Feel Well Family Healthcare,Lahore,"Plot C 11, Sector K DHA Phase 6 DHA Phase 6 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.467327,74.46532
Fehmida Memorial Family & Dental Centre,Lahore,"E68, A/1 Defence Chowk Walton Road Cant Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.495235,74.374054
Fiza Hospital & Maternity Center,Lahore,Near Gourmet Bakery Kahna Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
GC Pharmacy,Lahore,"Plot No, 250 Main Boulevard TIP Housing Society Phase 2 Khayaban-e-Amin Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.387675,74.259978
Get well Gynae & Aesthetic Medical Center DHA,Lahore,Phase 5 70cc block A near Jalal And Sons DHA Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.463943,74.408554
Ghiza The Diet Clinic,Lahore,Gossip Garden Restaurant PIA Road Shadewal Chowk Johar Town Johar Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Gulberg Homoeo Clinic and Store,Lahore,"Street 7D, Makkah Colony Gulberg-3 Gulberg 3 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.497247,74.357884
Gums And Teeth Medical Center,Lahore,Near Askari 5 Askari 5 Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.498547,74.340712
Habib Suleman Medical Centre,Lahore,83/A Revenue Employe Cooperative Housing Society Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Hafiz Dental And Doctor Clinic,Lahore,Bank stop ghousia colony main bazar near brains college Walton road Cantt Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.484411,74.362262
Sanabil Health Services Hospital,Lahore,28-Khiyaban-e-Iqbal Mansoora Bazar Multan Road DHA Phase 3 Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Sardar Bibi PhysioCare Clinic and Hospital,Lahore,"Main Bazar, Peoples Colony Ferozewala Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Experts Skin and Laser Clinic DHA Phase 8,Lahore,"Plaza 71, Commercial Broadway, Block B, phase 8, DHA Commercial Broadway punjab Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.503555,74.432213
Eye and Retina Centre,Lahore,Gourmet bakery stop near bukhari tikka shop Kahna nau Kahna Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Family Clinic (Muslim Town Branch),Lahore,155-B Muslim Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Family Clinic Barki Road,Lahore,DURGPURA STOP Shafi palace Near green city Barki Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Farhat Hospital,Lahore,"Kacha Ravi Rd, Karim Park Data Gunj Buksh Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Fatima Healthcare Clinics,Lahore,"H78V+6G9, Umar Rd, Krishan Nagar Islampura, Islampura Krishan Nagar Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.566299,74.294201
Dr. Sobia Khakwani Skin & Aesthetics,Lahore,290 main boulevard DHA Phase 6 Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr. Tehreem Hospital,Lahore,Near Allied Islamic Bank (fiza hospital Address) Kahna Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr.Khalid Clinic,Lahore,"100A/2, Block A 2 Gulberg 3 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.508384,74.357434
Dvago Pharmacy And Wellness Experts,Lahore,Main Blvd Allama Iqbal Town opposite Farooq hospital Allama Iqbal Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Ear Rehab & Research Centr (wahdat Road),Lahore,"57-58, First Floor, Gohar Centre Wahdat Road Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.520219,74.322519
Expert Consult Clinic of Lahore,Lahore,"627 Khayaban-e-Jinnah, Iqbal Avenue Cooperative Housing Society - Phase I Airline Society, Lahore, Punjab Iqbal Avenue Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.446418,
Karimia Homoeopathic Clinic,Lahore,129 sher shah road Shadbagh Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr Ishrat Shah Clinic,Lahore,162 Sector M DHA Phase 1 Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr Saima Malik Clinic,Lahore,96  Akhtar Estate Saroba Garden Ferozepur Road Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr Zeeshan Butt Clinic,Lahore,"62-Poonch Road, Islamia Park Samanabad Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr. A Q Khan Hospital,Lahore,"78 Molana, Ahmed Ali Rd, near Minar-e-Pakistan, Ravi Park Ahmed Ali Rd, near Minar-e-Pakistan Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.597645,74.310388
"Dr. Asif Chaudhry, Consultant Child Specialist",Lahore,"U.E.T. Housing Society, 147 B Main University Road Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.407626,74.27382
Dr. Ghazala Butt Skin & Aesthetics Clinic,Lahore,"360/4, Q-Block Dha phase 2 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.481929,74.409432
Doctor Health Care Clinic,Lahore,2 A commercial market Pak Arab Housing Society Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Doctor office,Lahore,"Second floor , Plaza number 16, L block DHA Phase 6 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Doctors Clinic (New),Lahore,16 D Main Wahdat Road Wahdat Road Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.519732,74.320808
Doctors Diagnostic Laboratory & Consultants Hospital,Lahore,"574, G-1 Johar Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.475811,74.279059
Dentaris Dental Surgery,Lahore,Near Talwar Chowk Bahria Town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dentistica Dental Clinic,Lahore,Next to Eden Avenue Airport Road Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dentology Dental Clinic,Lahore,"14-A d block, PIA Main Boulevard, Block D Pia Housing Scheme Wapda Town Extension Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.47778,74.399248
Dewan Medical Complex Hospital,Lahore,Niazbeg Road Near Chaman Bar Ice Cream Sarai Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
DILSHAD HEART CLINIC,Lahore,G752 F7F AlHafiz Town Shadiwal Lahore Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.508916,74.250623
Doctor Arshad Clinic,Lahore,"22-A Sultan Ahmad Road, Rehmanpura, Ichhra Ichra Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.527052,74.319514
Dental Cafe,Lahore,"55, Block DD, CCA Commercial DHA Phase 4 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.454605,74.391966
"Dental Lounge ,",Lahore,1st floor 226B commercial Sector c tulip block bahria  town Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dental Plus,Lahore,DHA. 297-Y DHA phase 3 DHA Defence Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.471707,74.372122
Dental Pulse and Medical center,Lahore,"G. T. Road, Shalimar Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.585438,74.388076
Dental sense clinic,Lahore,"35 Zafar Ali Rd, Gulberg 5 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.536488,74.349686
Dental Zone,Lahore,"3, Usman Block Garden Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
COVID SAFE Clinic,Lahore,"301-H, Block H Johar Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
D Watson Chemist,Lahore,"Shan Arcade, Civic Centre, 5, G, Barket Market Commercial Area Garden Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.500575,74.320077
DAR-UL-SHIFA,Lahore,"114, Commercial Area Sector CCA DHA, Phase 4, DHA Phase 4 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.463719,74.385446
Darul shafa hospital,Lahore,Khuda Buksh Colony Commercial 65 2  near yasir broast savour foods Airport road Airport Road Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
DEFENCE DENTAL GALLERY,Lahore,"Plaza no.257 CCA, sector FF, phase 4, DHA, DHA Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Defence Mental Health Clinic,Lahore,"276, Central Park Housing Scheme Central Park Housing Scheme Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.311771,74.384413
City Lahore Lab & Diagnostic Center and Doctor Family Clinic,Lahore,"297-F Chowk Link, Wahdat Rd Rehmanpura Colony Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.521869,74.314455
Clinic AnyProblem n FamilyCare,Lahore,"Plaza No 25, K Commercial Area, DHA Phase 1 DHA Phase 1 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.475592,74.3945
Clinic Corner,Lahore,28-A Shadman 2 Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.536269,74.338636
CMA Hospital (Faisal Town),Lahore,86MP+7QC Kot Araian Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Cosmetic Surgery Center,Lahore,"144 Zafar Ali Rd, Upper Mall Scheme Upper Mall Scheme Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Cosmo Dental Clinic,Lahore,Plaza 4B Shop No 2 Main Commercial Road Military Accounts Housing Society Near Missile Chowk Main Commercial Market Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Century Health Care,Lahore,"Plot 428, Jahanzeb Block Allama Iqbal Town Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chand Medical Store,Lahore,Ashiana Road Near Kamaha Metro Station Chungi Amar Sidhu Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.439966,74.357181
Chaudhry Muhammad Akram Teaching & Research Hospital,Lahore,Kot Araian Kot Araian Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Child Care Clinic,Lahore,"Plot 240, Block J, Valencia Town Valencia Housing Society Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.398887,74.263181
Child Clinic,Lahore,56-G Gulberg 3  Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.549597,74.381872
Children Hospital & Institute Of Child Health,Lahore,"Main Boulevard Gulberg, Nishtar Town Ferozepur Road Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.229775,74.427446
Childrens Clinic,Lahore,18 H2 Phase1  Wapda town street 9 Wapda Tow Lahore,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.427324,74.264683
Choudry Mohammed Akram CMA,Lahore,"Phase 4 ,old Chughtai building Besides jamea Masjid Phase 4 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chowhan Medical Center,Lahore,"Mian Rasheed Road, canal bank society, Fatehgarh Fateh Garh Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.571668,74.412391
Chughtai Medical Center (Askari 11),Lahore,"Shop No.1, Bedian Rd, Beside Bread & Beyond, Sector A DHA Phase 6 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,31.463615,74.435119
Chughtai Medical Centre / Lab,Lahore,"38 Main Boulevard, DHA Phase 6 DHA Phase 6 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chugtai Medical Center,Lahore,"194 CCA, Block DD DHA Phase 4 Lahore",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Cleartone Audiology Centre (DHA),Karachi,"M-2, Plot # 18-C, Commercial Lane # 4, Zamzama Boulevard, D.H.A., Phase-V DHA Phase 5 Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Clifton Care Centre,Karachi,"Adjacent Aga Khan Hospital Laboratory, Hilal e Ahmer House, Teen Talwar, Clifton Road Clifton Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Clifton Dental & Wellness Clinic,Karachi,"D52/B, Street 3, Block 2 Clifton Clifton Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.204961,67.014959
Clifton Hospital,Karachi,"F-175/1, Block-V, Near II-Talwar Clifton Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Clifton Medical Centre (Karachi),Karachi,"67-B, Shahrah-e-Ghalib, Shereen Jinnah Colony, Block 1 Clifton Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Clifton Medical Services,Karachi,"Plot Fl Near Indus Valley School Of Art And Architecture, Off Shara-E-Saadi St. 11 Block No. 2 Scheme No. 5-1, Block 2 Clifton Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
City Health Care Center,Karachi,"V2FM+2QW, Bhurgri Rd, Soldier Bazaar Parsi Colony Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,24.872806,67.034479
City Hospital (Karachi),Karachi,Block # 04 Saadi Town Karachi,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
City Lab (New Karachi),Karachi,"A-1, ST-2, K.D.A., Flat 11-H, Nagan Chowrangi North Karachi Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
City Lab Diagnostic Centre,Karachi,"3-Abbas Square, Ayesha Manzil F.B Area Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Classic Homoeo & Unani Stor,Karachi,Block 5 Nazimabad Karachi,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Clear Glow Clinic,Karachi,"519- A, 5th floor The Plaza, Block 5 Clifton Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Citi Dental Clinic,Karachi,"D/393, Malir Mussarat colony, Mamon Goth Road Malir Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Citi Eye Centre,Karachi,The Plaza? Suit No# 515 Doctors Plaza DHA City Karachi Karachi,https://static.marham.pk/assets/images/default-hospital-image.jpg,24.821634,67.034735
Citi Lab (Gulshan),Karachi,"S. No. A-7, Rabia Flower, Abu-al-hasan Ispahani Road, Adj. HBL Gulshan Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
City Dental Clinic,Karachi,"Shaheed Masjid, Jumbo Chowk Kharadar Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
City District Govt. Maternity Home (Hasrat Mohani),Karachi,"Bara Board, Near Warsi Masjid Site Town Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
City General Hospital,Karachi,"V746+98M, Unnamed Road, Shah Latif Town Karachi Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,24.856807,67.26079
Children Cancer Hospital (CCH),Karachi,"ST-1/C, Block-1, Ayesha Manzil F.B Area Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Children Clinic,Karachi,"Shah Jahan Ave, Block N North Nazimabad Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Children's Hospital,Karachi,"St 2/2, Block 5 Gulshan-e-Iqbal Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chinese Dental Clinic,Karachi,Opp. Nigar Cinama Nishtar Road Karachi,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chini Dental,Karachi,"6/461, Behind Fridous Shopping Centre Liaquatabad Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chiniot Family Health Center,Karachi,"Opposite Diomond Residency, Defence View Phase 3 DHA Phase 3 Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chiniot Maternity & Child Hospital (Nazimabad),Karachi,"4-F, 8/7, Nazimabad # 4 Nazimabad Block 4 Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chohan Institue of Diabeties and Foot Care,Karachi,"R.215, Sec 15/B, Opp Al Habib Restaurent, Buffer Zone North Nazimabad Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chughtai Lab,Karachi,"Shop# 10, Opposite Darul Sehat Hospital, Near Delicacy Bakery, Block 13 Gulistan-e-Johar Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chughtai Lab - Malir Cantt,Karachi,"Commercial Hall, 07 X-20 KHI, opposite Four Dots Shopping complex, Cantonment Malir Cantt Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chughtai Lab Hospital,Karachi,"R-13 sector 5C-5, adjacent Jama-e-Masjid Qubba North Karachi Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.001876,67.060748
Chughtai Lab Hospital,Karachi,"Shaheen Center, Khyabane Iqbal,Teen Tilwar Clifton Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,24.827993,67.033753
Centre Point Clinic,Karachi,"Main Korangi Road, DHA-1 DHA Phase 1 Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Chawla Clinic,Karachi,"Nazimabad Eid Gah Ground, Nazimabad No. 3, Doctors Inn Plaza near, block 3 Nazimabad Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,29.39224,76.98764
Cheen Dawakhana,Karachi,"Mahajir Camp, Habib Bank, Near Dehli Masjid, Gulshan Habeeb Gulshan-e-Habib Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
