name,city,street_address,logo_url,latitude,longitude
32t Dental Clinic Atif Malik & Associates,Karachi,Street # 3 North Karachi Karachi,https://static.marham.pk/assets/images/default-hospital-image.jpg,24.844762,67.180764
Addicare Rehabilitation Centre,Karachi,"111 Suparco Rd, Ayub Goth ayub goth Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Aga Khan Hospital - Nazimabad Medical Services,Karachi,"III-C 13 /3, Near Real Bakers Nazimabad Karachi",https://static.marham.pk/assets/hospitals/374/aga-khan-hospital-marham-69_450X450.jpg,24.918436,67.030238
Al-Fateh Dental Clinic,Karachi,"16 Quaid Avenue, Sector Z 4 Sector Z Gulshan-e-Maymar Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.043485,67.1237
Al-Hilal Homeo & Hijama Clinic,Karachi,Block 13 Near Johar Chowrangi Lakhani pride Gulistan e Johar Karachi,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Alico Medical and Diabetic Center.,Karachi,"B:340, Block 4A, Near Kamran Chorangi, Gulistan-e-Johar Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Apia Welfare Dental Clinic,Karachi,"Marhaba Heights, Block M, North Nazimabad Town North Nazimabad Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,24.946444,67.053622
Bilal Piles Clinic,Karachi,"R-213 Karachi City, Sindh Sector 15 B Buffer Zone Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
C.A.M.P.S Physiotherapy Clinic (Canadian Advanced Manual Physiotherapy Services),Karachi,"Ground Floor, 74-C, 13th Commercial Street Dha phase 2 Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,24.832581,67.072726
Clinic A-6,Karachi,A-6 Concept Homes Saquib Shaheed Road block 11 Gulshan e Iqbal Karachi,https://static.marham.pk/assets/images/default-hospital-image.jpg,24.918667,67.10303
Consultant Medical and Dental Clinic,Karachi,"E-3/B, Alfazal Plaza, Block B North Nazimabad Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
kidney health care,Karachi,"252, Block 5   Sindh Gulshan e Iqbal Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,24.924482,67.090987
Kutiyana Memon Hospital,Karachi,Ghulam Hussain Kasim Quarters Kharadar Karachi,https://static.marham.pk/assets/images/default-hospital-image.jpg,24.852115,66.993422
Rajput General Hospital,Karachi,"Abul Hasan Isphahani Rd, Block 4A Block 4 Gulshan e Iqbal Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Rizvi Eye Clinic,Karachi,"Burns Road Frere Road , Crossing Main Shahra-e- Liaquat Aram Bagh-Saddar Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Subhani Physiotherapy Center,Karachi,"Shop B2-B3, Alpha Mall, 4 Dots Complex Malir Cantt Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,24.931589,67.201991
Taj Clinics And Diagnostics,Karachi,"C-15/1, Block 3, Gulshan Chowrangi, Rashid Minhas Road Gulshan e Iqbal Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,24.925313,67.091243
Zakria Memorial Clinic (Dr. Zartaj Zakria),Hafizabad,Gujranwala Rd Qadirabad Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,32.072657,73.70724
Dr Umer Pain Relief Clinic,Karachi,"KK Rehabilitation, Jason VIP, Near Boatbasin Signal, Main Maikolachi Road, Clifton - Block 7 Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,24.827689,67.021463
Ebrahem Saboor Healthcare,Karachi,"No 309, Third Floor, Abdul Samad Business Center, Jinnah Ave Bahria Town Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.009442,67.309922
Farooq-E-Azam Welfare Medical Center,Karachi,Block K North Nazimabad Karachi,https://static.marham.pk/assets/images/default-hospital-image.jpg,24.949017,67.05186
Federal Hospital,Karachi,"Ancholi, Block 20 F.B Area Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,24.941857,67.081618
Karachi Central Hospital,Karachi,"Gulberg Ave, Federal B Area Block 17 F.B Area Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Karachi Physiotherapy And Orthopedic Center,Karachi,"Ground Floor Flat - 1, Arif Terrace, Block 13 Gulistan e Johar Karachi",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Sabir clinic,Hafizabad,"fawara chowk, new rana market near imam bargah Imam Bargah Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Sajida Ghumen Hospital,Hafizabad,Near DHQ Hospital Kolu Road Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
SHOUKAT ISMAIL MEDICAL COMPLEX,Hafizabad,"Gujranwala, Opposite Nadra office Gujranwala road Defence road Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,32.073434,73.708088
Social Security Clinic (Hafizabad),Hafizabad,Social Security Clinic Defence Colony Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Thq Hospital,Hafizabad,Lahore Road near Zaraat Colony Pindi Bhattian Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.887005,73.374185
zain hospital,Hafizabad,kolo road near central eidgah Hafizabad City Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Khalid Farooqi Memorial Hospital,Hafizabad,Near Model Bazar Ali Pur Road Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,32.074392,73.687644
Lasani Clinic,Hafizabad,"Pindi Bawery, Sargodha Road Sargodha Road Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Modern Homoeopathic Clinic,Hafizabad,"Sarkari Parawo, Street Molvi Yahya Mosque punjab Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,32.07078,73.691587
Nawaz Children and Family Clinic,Hafizabad,"3PF6+8JP, Gujranwala Rd Hafizabad City Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,32.074203,73.711668
Nawaz Children and Family Clinic,Hafizabad,"3PF6+8JP, Gujranwala Rd Hafizabad City Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,32.074203,73.711668
Noor Poly Clinic,Hafizabad,Near Government Post Graduate College Hafizabad City Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,32.054538,73.67374
Ali Polyclinic,Hafizabad,Farooq-E-Azam Road near Jamia Masjid aL-Firdous Hafizabad City Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,32.071879,73.684662
Ameen Clinic Hafizabad,Hafizabad,"Post Office Road, Near Vanike Chowk Post Office Road Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,32.071751,73.686868
Govt Rural Health Center Kasso Ke,Hafizabad,Kot Hassan Khan Road punjab Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,31.980853,73.72962
Hafizabad Dental Professionals,Hafizabad,Gujranwala Rd Defence Colony Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Haji Asghar Ali Welfare Clinic,Hafizabad,Near DHQ Hospital nawab colony Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Home visits (Hafizabad),Hafizabad,"Vicinity \""wali ke chowk\"" Hafizabad City Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dhq Hospital,Hafizabad,Kolo Tarar Road Main Bazar Hafizabad,https://static.marham.pk/assets/hospitals/436/dhq-hospital-hafizabad-57_450X450.jpg,32.072001,73.680404
Saajda Basharat Hospital,Hafizabad,"Back Side of DHQ Hospital , Civil Lines Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,32.072236,73.679257
Ammar Hospital,Hafizabad,Kolo Tarar Road near DHQ Hospital Hafizabad City Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,32.07184,73.681307
Cardio-Med Clinic,Hafizabad,Madrianwala Road Madrianwala Road Hafizabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Family Homeopathic Clinic,Hafizabad,"Near Chavinda Furniture House, Chak Chatha Hafizabad City Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,32.077844,73.744089
Gulzar Medical and Gyne Clinic,Hafizabad,"Main Street #1, Hassan Town Hafizabad City Hafizabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Zain ul Abadeen Dar Ul Shifa Clinic,Hyderabad,"Near Board Office, Unit Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Zain ul Abadeen Dar Ul Shifa Clinic,Hyderabad,"Near Board Office, Unit Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Zain ul Abadeen Dar Ul Shifa Clinic,Hyderabad,"Near Board Office, Unit Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Zain ul Abadeen Dar Ul Shifa Clinic,Hyderabad,"Near Board Office, Unit Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
zainulabdin Trust latifabad,Hyderabad,Latifabad Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Siddiqui Welfare Charitable Hospital,Hyderabad,Ilyasabad 0 Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Tabba Heart Institute,Hyderabad,"House No 14,15, Doctors Lane Saddar, Soldier Bazaar, Doctors Colony Saddar,hyderabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.396621,68.362665
The Latifabad Polyclinic,Hyderabad,"Olad Uroosi Hall, Unit 6 Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
TRC Diagnostic Centre,Hyderabad,"TRC Diagnostic Centre, Main Doctors Lane, Near Hyderi Medical Store and Fatima Heights Saddar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Usman Medical Center,Hyderabad,Near Jama Masjid Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Zain Ul Aabdin consultant diagnostic Centre,Hyderabad,near intermediate board office unit no 9 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.366657,68.354713
Red Crescent Institute of Cardiology,Hyderabad,Unit 2 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.372483,68.347769
Rehman Diabetic Clinic,Hyderabad,"546/2, Soldier Bazar Saddar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Samoo welfare and medical centre,Hyderabad,near research laboratory main road tandoallahyar tandoallah yar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Services Hospital Hyderabad,Hyderabad,Phase-1 Qasimabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.38193,68.37304
Shahzadi Clinic,Hyderabad,Mirza Mohalla paretabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.39719,68.394794
Shakar Bar Clinic,Hyderabad,Bhai Khan Chowk 0 Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Near City Gate TCS Office,Hyderabad,Jail Road Hirabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
New Shaikh Diagnostic Centre,Hyderabad,"99W7+74Q, Doctors Ln, Opposite National Saving Bank, Near Jahan Plaza, Doctors Colony Soldier Bazaar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.395705,68.362857
Noor Dental Clinic and Implant Center,Hyderabad,"9987+C5C, opposite mujahid hotel, Latifabad Unit No. 8 Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.366045,68.362882
Noor Eye Clinic,Hyderabad,Unit No 8 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Noor Nabi centre,Hyderabad,Near jamai masjid saddar Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
NR dental clinic,Hyderabad,"opposite maka medical store. Doctors lane, saddar doctor line sadar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Lady Graham Maternity Hospital,Hyderabad,Near Askari Bank Tilak Incline Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Maalee Jee Skin Center,Hyderabad,"near cafe Libya hotel jail road hiraba, Pathani colony Bhurgari Rd Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Maalijee Skin & Cosmetic Centremaalijee Skin & Cosmetic Centre,Hyderabad,Jail Road Heerabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,17.41282,78.50191
Medicare Diagnostics center,Hyderabad,"opposite Makka Medical Store,near Mcb Islamic bank main doctor line saddar Hyderabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.393112,68.364026
Muzaffar Clinic,Hyderabad,"House Number 448-C1. Unit Number 11, Latifabad, Hyderabad Latifabad # 11 Hyderabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.356907,68.356884
My Dentist Irfan Dental Care Center,Hyderabad,"shop no.5, ground floor, Quaid-e-Azam Complex, CMH Road Saddar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.396748,68.3618
Hassan Ali Center,Hyderabad,Doctors Line Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,38.03461,-87.53836
Heart Care Clinic,Hyderabad,Abbasi Chambers Near Hamid Super Store Saddar Cantt Saddar Cantt Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Hyderabad digital xray centre,Hyderabad,Hirabad Oposite Pakistan Medical store near Civil Hospital Hirabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
IMC INAYAT UL SHIFA Mental And General Hospital,Hyderabad,"House No: 10 G.O.R Unit No 1 Latifabad, Beside NADRA Office?GOR Colony Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.378767,68.346914
IQRA CHILD CLINIC,Hyderabad,Syed surgical and Medical Centre near soneri Bank Naseem Nagar Road Qasimabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.396921,68.334822
Jilani Specialist Clinic,Hyderabad,Unit No 6 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
JPs Center,Hyderabad,"Behind Meezan Bank, Jamia Masjid Road, Doctors Line Saddar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Kashana-e-Aidi,Hyderabad,Jail Road Hyderabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Kashif dental clinic,Hyderabad,unit no 6 opposite Alfajar restaurant Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Khowaja Consulting Chamber,Hyderabad,NearJamia Masjid Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Kiran Dental Clinic,Hyderabad,"Doctors Line, Soldier Bazaar Doctors Colony Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Labaik Chambers (Hyderabad),Hyderabad,Doctors Lane Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr. Shaukat Ali Memon Clinic,Hyderabad,Doctors Line Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,17.51941,78.51895
Fue (Follicular Unit Extraction) Transplant Center,Hyderabad,"Quaid-e-Azam Medical Center, MF-3 CMH Road Saddar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.38193,68.37304
Gareeb Nawaz Colony,Hyderabad,"Sabzi Mandi, Near Naya Pull 0 Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Gor Health Center,Hyderabad,GOR Colony Thandi Sarak Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.379018,68.343616
Haram medical center,Hyderabad,Haram medical centre near police station opposite bilal masjid qila chock tandoallahyer tandoallah yar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Haris Homeopathic clinic,Hyderabad,Kali ka mender near Gul E Mannan shop Hyderabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr Darya Khan Laghari Clinic,Hyderabad,Soldier Bazaar Doctors Colony Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr Fazila Hashmi-Breast and General Surgery Clinic,Hyderabad,"Adjacent to Super Pharmacy, Main Doctors Line Saddar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr Hajra Shabir Memon Physiotherapy and Rehabilitation Clinic,Hyderabad,"GG Heights, Doctors Ln, opposite Fatima Heights, Doctors Colony Soldier Bazaar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.395211,68.363108
Dr Tahirs Psychiatry clinic,Hyderabad,Imam physiotherapy near Hilal e Ahmer Hospital unit no 6 Latifabad Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr. Ashok Mohan Clinic,Hyderabad,Main Doctors Line Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr. Mehboob Ul Haq Dental Clinic,Hyderabad,"Shop # 2N3, Abdul Wahab Arcade Main Doctor Road Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Data MRI & Diagnostic Centre,Hyderabad,Dr Ziauddin Rd Cantonment Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.39608,68.362196
Dental & Implant Care Center,Hyderabad,"Main Airport Road,Near Surgi Care Hospital Latifabad Unit # 6 Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
District Anti TB Association,Hyderabad,Unit 6 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Doctors Clinic and Digital X-ray Center,Hyderabad,Opposite sonhari Bookland Naseem Nagar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr Akram Bajwa Clinic,Hyderabad,Quaid e Azam Plaza Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.38193,68.37304
Dr Ashar Hussain Clinic,Hyderabad,opposite to American Elizbeth Hospital unit no 7 Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Bhittai Hospital Hyderabad,Hyderabad,Unit No 4 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.38193,68.37304
Center Of Hope and Excellence Hyderabad,Hyderabad,"Opp AL Rahim Restaurant, Latifabad Unit 2 Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.373338,68.352798
"Civil hospital ,",Hyderabad,Gyne ward 2 Hyderabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
"Consulting Chamber,",Hyderabad,"Near Old A-One Hotel, Hirabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Cosmic Dental Care Clinic,Hyderabad,Unit No.6 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Curative Dental Clinic Dr.Muhammad Haseeb Shaikh,Hyderabad,"Mezzanine Floor, Karim heights, Near Gaffar Masjid, Unit #10, Latifabad karim heights Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Amir & Associates Dental Clinic,Hyderabad,"20-A Ground Floor, Quaid-e-Azam Complex CMH road Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.396306,68.36219
Anwar-Ud-Din K Memon Clinic,Hyderabad,"B.No, A-33, Gulistan-e-Sajjad 0 Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
AON Medical Store,Hyderabad,behind life diagnostic labortary Fatima Heights Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Aqsa Health & Skin Care Clinic,Hyderabad,Zeeshan Plaza Gidu Road Hussainabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,24.65736,68.840401
Asian Lab / Usra Lab,Hyderabad,"Hilal-e-Ahmer General Hospital, Unit No 6 Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.369069,68.351584
Azan Medical Center,Hyderabad,"al Shifa Tower, Near Aqsa Masjid Latifabad Unit # 6 Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Ahsan Health center,Hyderabad,5 Defence Garden Near Mirchi 360 off Thandi sarak Thandi Sarak Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Al Shifa Eye Hospital,Hyderabad,Unit No.6 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
AL-HAMD consultant chamber,Hyderabad,bank alfhla main doctor line Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.8497,68.354394
Al-Shifa Physiotherapy Clinic,Hyderabad,"Wadhu Wah Rd, Qasimabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Alkhidmat Medical & Diagnostic Center HYD,Hyderabad,Near Mezan Bank Doctors Lane Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
All Muslim Marwar Charitable Hospital,Hyderabad,Afandi Town Hyderabad Near Faizan E Madina 0 Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Abdul Jabbar Rajput Clinic,Hyderabad,"Kalimori Masan Road, Opp: Rahmani Masjid 0 Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Abeer Eye Clinic,Hyderabad,Unit No. 8 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.366738,68.358708
Adam Clinic,Hyderabad,Jama Masjid Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Advance Dental Care Center ADCC Hyderabad,Hyderabad,Oppsite OPD LUMHS  Hirabad  Pathan Colony Hirabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.40271,68.366346
Aestheticians On Board,Hyderabad,"B-72 Phase 1, Near Hani Apartmenta Qasimabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.389037,68.330951
Afzal Medical Center,Hyderabad,Near Ali palace Qasimabad Qasimabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Pakistan Medical Center,Hyderabad,Bhurgari Road Near Civil Hospital Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
RAO Physiotherapy Clinic,Hyderabad,"Sattar Shah Rd, Liaquat Colony Sindh Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.406246,68.377161
Rehman Psychiatric Hospital,Hyderabad,"B-91 (a), block-A, Unit #6,Near Hilal e Ahmer general Hospital Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.370927,68.349769
Rehmat Dental Clinic,Hyderabad,Opposite Nawabshah van stop Bhurgari Rd Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
"20/A, Al-Mustafa Homes",Hyderabad,Unit No 9 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
abc,Hyderabad,testing Street No 4 Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Hussain Dental Surgery,Hyderabad,Hussain Tower Burgari Road Near Masjid Quba Opposite Hira Abad Burgari Road Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Irfan Khan Dental clinic,Hyderabad,"99C4+25G, Latifabad Unit 7 Latifabad Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
K Skin Care Beauty & Laser Clinic,Hyderabad,Opposite to Hydri Medical Store Main Doctors Line Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Laser inn Hair Transplant / Skin /Aesthetics & Dental clinic,Hyderabad,"B /158 air port road, near Al Raheem Restaurant, Latifabad Unit 7 Block D Latifabad Hyderabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.372526,68.352688
Noor Pathology Laboratory,Hyderabad,"Shop no#186/4,  jamiya masjid street behind Doctors Line Saddar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Shaista Asif Clinic,Hyderabad,Beside to Hilal e Ahmar Red Crecent General Hospital Unit No 6 Latifabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Sheikh Diagnostic Center,Hyderabad,Main Doctors Line Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.370168,68.355588
Smile Care Dental Clinic,Hyderabad,"Main, unit 2 Auto Bahn Rd Latifabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.376189,68.349909
14/7 Avenue,Hyderabad,7 Civil Lines Civil Lines Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Bone & Joint Hospital,Hyderabad,Besides OK Roll Point Autobhan Road Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dar ul khair dental clinic,Hyderabad,"Shop no.2, Magfi plaza, Gulistan e sajjad, Qasimabad, Hyderabad Qasimabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dental Implant Master,Hyderabad,"Cosmetic Laser Center,  House # 515 saddar Opposite Hamid Super store Saddar Hyderabad. Saddar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.393406,68.363171
Dr Najeeb Burhoi Memorial Dental Clinic,Hyderabad,"Opposite Red Cresent hospital, Unit 06 Unit 06 Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Dr Saleem Raza Clinic,Hyderabad,"Wali Clinic, Kamila road paretabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Fatima Dental Care Clinic,Hyderabad,Chamber no 13 Mezanine Floor Fatima Heights Plaza Saddar CMH Road Hyderabad Mezzanine Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.395244,68.363037
Hasan x ray,Hyderabad,Near Hillal e Ahmar hospital unit no 6 Hyderabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Hope Psychological Clinic and Academy,Hyderabad,"House no 127, Block C Latifabad unit # 7 Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.371784,68.359077
Hurain Zainab Medical Center,Hyderabad,opposite Super diagnostic centre Doctors Lane Saddar Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
M Arham clinic,Hyderabad,Near sachal sarmast albaik college pizza shop heerabad Heerabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Mehran Medical Center,Hyderabad,"Kali Mori Rd, Near Saima Plaza, Phuleli Hyderabad Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,25.455969,68.323653
Memon Hospital,Hyderabad,Tando Mohammad Khan Tando Mohammad Khan District Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Near Hassan X-Ray,Hyderabad,Hirabad 0 Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Nursing Home Care,Hyderabad,Phase 1 Qasimabad Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Asad Eye Clinic,Hyderabad,Saddar Jehan Plaza jehan plaza Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,,
JB’s Heart and Vascular Clinic,Hyderabad,"Near Police Ground, Opposite Agha Khan Laboratory, Doctors Line Saddar Hyderabad",https://static.marham.pk/assets/images/default-hospital-image.jpg,,
Al Quresh Hospital,Hyderabad,Heerabad Al Quresh Hospital Road Hyderabad,https://static.marham.pk/assets/images/default-hospital-image.jpg,25.406535,68.371497
